cgpa,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,branch_Civil,branch_ECE,branch_EEE,branch_IT,branch_Mechanical
9.68,1,1,0,0,1,57.8,6.7,77.5,2,3,0,78.1,2,True,False,False,False,False
7.38,3,1,1,0,1,71.2,5.0,82.6,3,6,0,103.3,3,False,True,False,False,False
9.0,2,1,1,0,0,14.0,9.5,61.8,2,4,0,85.1,2,True,False,False,False,False
6.86,3,1,1,1,0,98.0,9.3,51.9,0,2,1,65.7,3,False,False,False,True,False
9.75,1,0,1,1,1,32.5,6.5,90.9,0,4,0,68.3,3,False,False,False,False,True
6.01,3,1,1,1,1,93.7,7.5,48.9,3,5,2,114.9,4,False,False,False,False,True
7.51,1,1,0,1,0,10.7,4.9,42.8,0,6,0,64.5,2,False,False,False,True,False
5.89,1,1,0,1,1,56.2,8.3,43.0,0,5,1,75.4,3,False,False,True,False,False
6.44,3,1,0,1,0,52.2,6.0,65.6,1,2,0,57.1,2,False,True,False,False,False
6.41,1,1,0,0,0,79.7,9.6,40.3,2,4,1,75.6,1,False,False,True,False,False
7.71,3,1,0,0,1,85.8,8.7,58.3,1,5,1,81.3,2,False,False,True,False,False
8.89,2,1,1,0,0,53.5,9.8,53.1,1,1,1,65.6,2,True,False,False,False,False
6.7,3,1,1,0,1,42.1,4.6,54.4,2,5,0,86.8,3,False,False,False,True,False
8.6,1,1,1,0,0,62.3,7.5,60.3,0,2,1,54.3,2,False,False,True,False,False
8.04,2,1,1,1,0,60.3,6.5,67.0,1,3,1,76.3,3,False,False,False,False,False
7.18,3,1,1,1,0,12.6,8.6,62.3,1,2,0,71.3,3,False,False,False,False,False
8.46,3,1,0,0,0,57.8,6.2,89.4,2,6,1,81.5,1,False,True,False,False,False
6.29,3,1,1,1,0,89.3,8.4,47.7,2,3,0,94.1,3,False,False,True,False,False
9.94,2,0,0,1,0,65.1,6.6,62.6,0,2,0,43.1,1,False,False,False,False,True
5.41,2,1,1,0,0,9.3,5.4,85.7,3,5,0,95.3,2,False,False,False,False,False
9.52,3,1,0,0,1,15.8,7.3,75.3,2,3,0,74.2,2,False,False,False,True,False
5.08,1,1,0,0,0,18.7,7.1,94.9,0,2,2,43.7,1,False,True,False,False,False
6.35,3,0,0,1,0,4.6,4.7,54.2,0,3,2,42.8,1,False,False,False,True,False
6.87,1,1,0,0,0,80.5,9.0,67.8,0,4,0,54.8,1,False,False,True,False,False
6.34,3,1,1,0,0,21.1,6.9,60.5,1,3,0,62.4,2,False,False,False,False,False
5.16,3,1,0,1,1,84.5,5.2,46.8,2,2,1,73.0,3,True,False,False,False,False
5.43,2,1,1,0,0,41.2,4.9,45.6,1,3,1,59.9,2,False,False,False,False,False
8.88,1,0,1,1,1,95.3,6.3,87.2,1,5,0,80.9,3,False,False,False,False,False
7.71,2,0,0,0,1,4.1,8.2,79.3,0,2,2,42.6,1,False,False,False,False,False
5.88,1,1,0,1,1,88.6,8.4,69.2,0,5,0,78.2,3,False,False,False,False,False
6.3,3,1,0,0,0,50.2,6.0,50.2,0,1,0,34.1,1,True,False,False,False,False
6.14,3,1,1,0,0,97.3,4.2,61.9,1,5,0,66.8,2,False,False,False,False,False
5.18,1,1,1,0,0,90.0,8.7,74.0,0,3,0,64.8,2,False,False,False,False,False
6.01,3,1,1,1,0,68.6,7.7,78.3,2,3,0,91.0,3,False,False,False,False,False
9.16,1,1,0,0,0,16.8,5.6,64.5,0,3,1,37.0,1,False,False,False,False,False
6.4,1,1,1,0,1,55.2,8.5,83.5,0,5,0,84.7,3,False,True,False,False,False
9.91,2,1,0,0,0,38.5,9.8,60.4,2,3,0,77.7,1,False,True,False,False,False
7.6,3,1,0,0,0,90.0,7.9,57.3,1,5,2,64.5,1,False,True,False,False,False
5.6,3,0,1,0,0,22.9,7.9,93.3,0,3,0,51.5,1,False,False,False,False,False
5.28,2,0,1,0,0,74.4,8.9,57.2,2,6,1,84.1,1,False,False,False,False,False
7.11,1,0,1,0,0,50.1,6.4,82.9,3,1,0,59.4,1,False,False,False,False,True
5.08,1,0,1,1,1,98.2,8.8,40.6,0,5,0,83.9,3,False,False,False,False,False
8.48,2,1,0,1,0,82.5,6.1,60.3,0,4,2,62.6,2,False,False,False,False,False
9.02,3,1,1,0,1,24.2,4.2,57.0,1,3,0,71.4,3,False,False,True,False,False
8.34,1,1,1,0,1,22.2,6.5,60.7,0,5,1,79.4,3,True,False,False,False,False
7.98,3,0,1,1,1,97.0,5.7,88.9,1,3,0,74.4,3,False,False,False,False,False
8.52,1,1,1,1,0,26.9,4.3,55.9,0,3,0,56.7,3,False,False,False,True,False
8.59,2,1,1,0,0,33.8,8.0,75.7,0,3,0,61.2,2,False,False,True,False,False
8.35,2,1,1,0,0,76.7,7.4,40.1,1,3,0,67.0,2,False,False,False,True,False
7.97,2,1,0,1,1,46.5,6.7,70.1,2,1,0,76.1,3,False,True,False,False,False
7.22,1,0,0,1,0,70.8,5.5,58.2,0,4,0,48.7,1,True,False,False,False,False
8.4,3,1,1,0,0,52.2,8.1,63.7,1,6,0,86.8,2,False,False,False,False,False
9.1,1,0,1,0,0,54.9,5.3,44.7,2,3,1,58.6,1,True,False,False,False,False
9.9,3,1,1,1,0,38.9,5.8,99.7,3,1,0,87.4,3,False,False,False,True,False
6.85,2,1,1,0,0,34.4,8.0,98.6,3,4,1,95.6,2,False,False,False,False,False
8.4,2,1,1,0,1,42.7,7.0,47.6,1,1,0,66.5,3,True,False,False,False,False
7.68,2,1,1,0,0,13.7,9.9,41.0,3,1,0,82.9,2,False,False,True,False,False
9.8,2,1,1,0,1,52.2,6.9,50.7,1,3,0,79.1,3,False,False,False,False,False
5.32,1,0,1,1,0,41.5,5.6,40.9,2,6,0,82.2,2,False,False,True,False,False
8.18,3,0,0,0,0,97.3,8.1,42.2,0,3,1,35.7,0,False,False,True,False,False
6.6,3,1,1,0,0,87.5,5.8,45.7,2,1,0,57.9,2,False,False,True,False,False
7.52,1,0,0,1,1,26.1,6.5,82.8,1,4,3,71.2,2,False,True,False,False,False
9.9,2,1,0,0,1,63.4,4.6,46.5,1,3,0,55.9,2,True,False,False,False,False
5.37,2,1,1,0,1,23.8,8.0,70.8,1,3,3,75.2,3,False,False,False,False,False
8.02,2,1,0,0,0,31.5,4.7,58.6,0,6,0,54.3,1,False,False,False,True,False
5.14,1,1,1,0,0,48.1,9.1,73.2,3,2,0,89.5,2,False,False,False,False,False
7.25,2,1,1,0,0,4.0,8.4,46.8,2,5,2,91.4,2,False,True,False,False,False
6.84,3,0,0,0,1,67.1,9.6,62.8,2,2,0,69.3,1,True,False,False,False,False
6.73,1,0,1,1,1,78.9,5.6,84.4,0,6,0,77.1,3,False,False,False,False,True
6.53,3,1,1,0,1,32.8,8.3,79.2,1,1,0,71.4,3,False,False,True,False,False
7.42,3,1,0,0,0,39.1,4.3,93.8,1,6,0,66.3,1,False,False,True,False,False
7.2,1,1,1,0,0,80.9,9.4,51.5,2,3,1,86.4,2,False,True,False,False,False
8.08,1,1,0,1,1,47.5,6.4,74.5,0,5,1,74.4,3,False,False,False,False,False
9.2,1,0,0,0,0,98.1,4.8,69.0,0,3,0,31.7,0,False,False,False,False,True
7.76,3,1,1,1,1,93.2,4.3,84.0,1,5,0,85.7,4,False,True,False,False,False
5.8,2,1,1,1,0,24.1,5.1,77.9,1,3,0,65.9,3,False,False,True,False,False
7.3,1,1,1,0,1,97.8,9.6,84.9,0,5,0,86.9,3,False,True,False,False,False
9.69,2,1,0,0,1,80.3,4.2,55.2,1,6,0,72.8,2,False,False,False,False,True
8.51,2,1,1,0,0,47.3,4.6,54.7,1,2,0,56.6,2,False,False,True,False,False
5.87,2,0,1,1,1,65.6,4.8,45.6,0,5,2,66.8,3,False,True,False,False,False
6.2,2,1,1,1,0,69.7,4.8,96.4,1,6,0,88.8,3,False,False,False,True,False
9.61,3,1,0,0,1,24.9,4.3,85.3,3,1,2,70.2,2,False,True,False,False,False
9.22,1,1,1,1,1,92.0,4.6,72.6,2,3,0,85.5,4,False,True,False,False,False
6.66,2,0,0,0,0,96.9,7.2,94.5,0,6,0,54.4,0,False,False,False,False,True
8.5,1,1,1,0,1,58.7,6.0,71.9,0,4,1,69.6,3,True,False,False,False,False
8.81,1,1,0,0,0,33.2,8.8,49.3,3,1,0,71.1,1,False,False,False,True,False
7.65,3,0,0,0,1,25.7,8.3,75.3,0,3,0,46.7,1,False,True,False,False,False
5.84,3,0,0,0,1,31.7,7.2,81.5,1,5,0,65.1,1,True,False,False,False,False
6.95,3,1,0,0,0,62.1,5.7,41.1,1,4,0,58.6,1,False,True,False,False,False
6.03,2,1,1,0,0,23.6,9.1,95.8,2,3,3,78.8,2,False,False,True,False,False
9.02,1,0,1,1,0,79.3,8.0,64.6,1,4,0,77.8,2,False,False,False,True,False
6.57,2,1,0,0,0,14.6,6.4,83.4,1,2,0,46.8,1,False,False,False,False,False
6.53,1,0,0,0,0,45.2,4.9,80.9,2,2,0,40.5,0,False,False,False,False,False
9.8,2,1,0,0,0,45.7,6.0,43.3,3,6,0,84.8,1,False,False,False,False,True
9.46,1,1,1,0,0,72.1,6.5,49.7,0,4,0,59.4,2,True,False,False,False,False
9.1,3,1,0,0,0,41.8,9.3,62.1,1,1,0,54.5,1,False,False,True,False,False
8.12,3,1,0,0,0,37.5,9.6,89.7,0,1,1,40.4,1,False,True,False,False,False
8.86,1,1,0,0,1,56.0,7.8,91.1,0,6,0,71.9,2,False,False,True,False,False
7.04,1,1,0,0,1,94.3,8.5,83.2,2,3,0,78.4,2,False,False,False,True,False
6.88,3,1,1,1,0,55.4,7.1,56.9,2,5,0,92.0,3,False,False,True,False,False
8.7,3,1,1,0,0,86.7,7.4,88.5,1,1,0,57.2,2,False,False,False,False,True
7.67,2,0,0,0,1,55.4,6.4,98.6,0,2,0,38.8,1,True,False,False,False,False
9.2,1,1,1,0,1,6.3,5.8,47.9,0,4,0,66.5,3,False,False,True,False,False
9.09,2,0,1,0,0,71.4,5.3,50.6,1,5,0,63.3,1,True,False,False,False,False
6.53,3,1,1,1,0,83.9,8.8,84.5,1,5,0,95.4,3,False,False,False,False,False
7.47,3,1,1,0,0,60.2,4.8,75.0,0,6,1,67.3,2,False,False,False,False,False
5.07,2,1,0,1,0,99.4,4.2,73.1,0,1,0,36.9,2,False,False,False,False,True
7.5,2,1,0,0,1,62.1,6.1,51.9,0,5,3,67.8,2,False,False,False,False,False
5.32,3,0,1,1,0,3.1,8.1,91.3,2,6,0,97.7,2,False,False,True,False,False
8.92,2,1,1,0,0,96.9,5.1,56.5,2,6,0,80.9,2,False,True,False,False,False
6.67,2,1,0,1,0,8.5,6.6,79.5,1,5,1,71.2,2,True,False,False,False,False
5.72,2,1,1,0,0,18.0,6.9,79.5,1,6,1,81.4,2,True,False,False,False,False
8.91,3,1,1,0,0,47.0,4.9,45.9,0,2,0,44.7,2,False,True,False,False,False
9.15,1,0,0,0,0,36.0,8.5,75.7,0,1,0,30.7,0,False,False,False,False,False
7.75,2,0,1,1,0,55.0,5.9,85.7,0,2,0,48.9,2,False,False,False,False,False
9.6,2,1,0,1,0,29.3,8.1,87.9,1,4,0,77.2,2,False,False,False,False,False
9.15,2,1,1,0,1,82.3,5.8,92.4,3,2,0,92.2,3,False,False,False,True,False
9.09,3,0,0,0,0,73.0,4.0,70.4,2,6,0,57.5,0,True,False,False,False,False
8.23,1,0,0,0,0,43.6,9.4,84.6,3,5,2,87.6,0,False,True,False,False,False
5.57,1,1,0,1,1,4.8,8.2,93.8,0,2,0,59.8,3,True,False,False,False,False
5.85,3,0,1,0,1,49.1,8.8,65.4,2,4,0,90.7,2,False,False,False,False,True
9.41,1,0,1,0,0,0.7,8.9,61.6,1,5,0,70.5,1,False,False,False,False,True
9.75,2,1,0,0,1,37.4,8.7,66.8,2,5,2,88.0,2,False,True,False,False,False
9.84,1,1,0,1,0,37.2,5.0,52.6,1,1,0,49.0,2,False,False,False,True,False
7.52,1,1,1,0,0,70.0,7.3,84.0,0,5,0,70.4,2,False,False,False,False,True
7.47,1,0,1,1,1,17.3,7.6,71.8,3,2,0,96.3,3,False,False,False,False,True
9.2,2,1,0,0,1,12.2,4.9,72.6,0,1,1,40.4,2,False,False,False,True,False
7.5,2,1,0,0,1,65.7,6.8,91.0,2,3,2,74.9,2,False,False,False,False,True
7.49,2,1,1,0,1,15.5,6.1,52.5,1,2,1,63.3,3,False,False,True,False,False
8.66,1,0,1,1,0,30.2,4.6,91.4,2,3,1,65.1,2,False,False,True,False,False
6.89,2,1,0,1,1,72.4,5.8,88.8,2,3,2,80.3,3,False,False,False,False,True
6.99,1,1,0,0,0,84.0,6.6,48.0,1,3,1,52.3,1,True,False,False,False,False
9.28,3,1,0,0,0,22.7,4.9,65.6,0,1,0,28.1,1,False,True,False,False,False
7.31,3,0,0,0,1,44.8,7.6,72.8,2,1,0,57.1,1,False,False,True,False,False
8.81,2,0,0,1,0,75.9,6.2,79.8,0,3,0,43.0,1,True,False,False,False,False
6.29,1,0,1,0,0,99.0,6.2,62.0,2,4,0,70.3,1,False,False,False,True,False
7.37,2,1,1,0,0,52.2,4.2,97.5,3,2,0,74.1,2,False,True,False,False,False
8.15,1,1,0,1,0,90.5,9.7,96.9,2,5,0,97.6,2,True,False,False,False,False
7.79,3,0,1,0,0,57.9,9.3,81.9,3,2,0,78.7,1,True,False,False,False,False
6.89,1,0,0,0,0,39.4,6.3,57.2,3,1,0,50.6,0,False,False,False,False,False
8.14,2,1,1,1,0,28.1,5.6,46.0,1,1,0,58.8,3,True,False,False,False,False
8.4,3,1,1,1,1,88.6,9.4,57.9,2,4,1,109.0,4,False,False,True,False,False
8.98,1,1,0,0,1,33.7,4.6,60.2,1,5,0,66.6,2,False,False,False,True,False
5.22,3,0,0,0,0,80.7,6.8,69.1,2,5,0,63.0,0,False,False,False,False,True
6.46,2,0,0,0,0,84.8,9.3,84.3,0,5,0,53.2,0,False,False,False,False,False
7.05,1,0,0,0,1,84.7,5.4,50.4,0,6,0,56.6,1,True,False,False,False,False
7.2,2,0,0,0,0,54.7,5.5,98.4,0,5,0,36.9,0,False,False,False,False,False
5.15,2,1,1,0,0,65.0,4.9,55.8,0,3,2,47.6,2,False,False,False,False,False
9.25,2,0,0,0,0,51.2,7.7,89.0,0,3,0,37.6,0,True,False,False,False,False
7.47,1,0,1,1,0,79.7,4.4,64.3,1,5,3,73.1,2,False,False,False,False,True
7.04,3,1,0,0,1,60.6,4.9,69.8,3,5,0,90.8,2,False,False,False,False,True
6.42,1,1,0,1,0,97.9,9.8,88.0,3,1,0,81.6,2,False,False,True,False,False
7.21,3,1,1,0,0,42.1,8.0,56.0,2,3,0,78.4,2,False,True,False,False,False
8.33,2,0,0,0,0,20.1,5.1,40.6,2,1,0,38.7,0,False,False,False,False,False
6.52,2,0,1,0,0,69.6,4.2,58.7,0,4,0,42.5,1,False,False,False,False,True
9.99,2,1,0,0,0,6.5,6.4,80.0,3,3,1,76.6,1,False,False,False,True,False
6.52,2,0,1,0,0,94.3,8.1,93.6,0,5,0,63.0,1,True,False,False,False,False
8.24,1,0,1,0,1,28.8,5.7,43.5,0,6,0,65.2,2,False,True,False,False,False
5.73,1,1,0,0,1,96.4,7.6,50.4,0,4,0,59.5,2,False,True,False,False,False
7.73,3,1,1,1,0,83.2,8.9,71.8,1,1,1,67.7,3,False,False,False,True,False
7.21,2,1,1,0,0,32.0,6.2,85.0,0,5,0,65.0,2,True,False,False,False,False
5.72,1,1,0,0,1,78.9,7.4,88.5,0,2,0,55.0,2,False,True,False,False,False
8.6,2,1,0,1,0,65.6,6.4,40.0,1,6,0,79.7,2,False,True,False,False,False
5.21,2,1,1,0,1,12.0,8.5,64.5,0,4,0,72.6,3,False,False,False,False,True
5.61,2,0,0,0,1,14.7,5.0,40.9,2,1,0,51.1,1,False,False,True,False,False
8.07,3,1,1,0,1,61.9,8.9,50.7,1,6,0,101.3,3,True,False,False,False,False
6.42,1,1,1,0,0,98.7,7.6,54.2,0,6,0,72.7,2,False,False,False,False,False
7.28,3,1,1,0,1,27.5,8.3,43.6,2,6,0,109.5,3,False,False,True,False,False
6.87,2,1,1,0,1,90.5,6.8,68.3,0,2,0,59.3,3,False,False,False,True,False
6.48,2,0,0,0,1,42.8,6.3,80.8,0,2,1,36.5,1,False,True,False,False,False
9.63,3,1,1,0,0,83.6,9.8,93.4,1,1,0,59.7,2,False,False,False,False,False
9.74,2,0,1,0,0,29.1,6.9,55.4,0,1,1,38.7,1,False,False,False,False,True
6.38,2,1,1,1,0,64.3,8.9,96.8,0,6,0,90.6,3,False,False,True,False,False
7.21,1,1,0,0,0,98.0,4.7,55.5,2,6,0,69.3,1,False,False,True,False,False
8.21,2,1,1,0,1,84.6,7.5,98.5,1,3,0,76.7,3,False,False,True,False,False
9.21,2,1,1,0,0,9.0,10.0,73.1,2,6,0,104.4,2,False,False,True,False,False
5.46,1,0,0,0,1,55.7,7.2,55.2,0,6,0,61.7,1,True,False,False,False,False
8.04,2,1,1,1,0,28.8,4.6,76.7,0,1,0,49.4,3,False,False,False,True,False
7.59,1,1,1,0,1,58.6,8.6,85.3,1,2,0,76.9,3,False,False,False,False,True
5.84,1,1,0,0,0,6.3,6.4,68.4,1,1,0,43.4,1,False,False,False,False,True
7.23,1,1,1,0,0,18.2,7.4,79.3,0,2,0,52.6,2,False,False,False,False,False
8.31,1,0,1,0,0,82.6,8.9,75.2,1,4,1,63.9,1,False,True,False,False,False
7.88,3,0,1,0,1,65.2,6.6,94.4,0,2,1,45.2,2,False,False,False,False,False
6.93,2,1,0,1,1,8.8,9.3,58.6,0,5,1,86.0,3,True,False,False,False,False
5.83,3,1,1,0,0,1.9,8.0,97.4,0,3,3,62.5,2,False,True,False,False,False
9.52,2,1,1,0,0,57.3,9.1,66.5,1,4,1,75.6,2,False,False,False,False,True
9.31,1,0,0,0,0,67.2,8.3,48.9,1,4,0,59.4,0,False,False,False,False,False
9.39,2,1,0,0,0,29.7,4.9,92.4,1,6,0,68.1,1,False,True,False,False,False
6.49,3,1,1,1,0,6.0,9.5,94.5,0,3,1,72.8,3,False,True,False,False,False
5.46,1,0,1,1,0,45.9,9.2,87.8,1,5,0,83.3,2,False,False,True,False,False
8.9,3,0,1,0,0,10.5,4.8,76.9,0,5,0,53.4,1,True,False,False,False,False
6.61,2,1,1,1,1,59.4,5.4,60.0,3,6,0,119.0,4,False,False,False,False,True
6.98,3,0,1,0,0,89.7,5.5,60.9,0,6,0,52.5,1,False,False,False,False,True
8.79,2,1,0,0,1,9.4,5.0,85.9,0,3,0,54.9,2,False,False,False,True,False
9.17,3,1,1,1,1,43.2,5.9,76.7,2,1,1,80.7,4,True,False,False,False,False
6.42,3,0,1,1,0,50.1,8.2,84.7,2,5,0,85.7,2,False,True,False,False,False
9.23,2,1,1,0,1,62.2,8.7,68.3,2,2,0,88.3,3,False,False,False,True,False
8.9,1,1,1,0,0,10.0,8.5,93.2,1,1,0,57.0,2,False,False,False,False,False
6.89,3,0,1,0,0,85.4,8.0,51.7,0,3,0,49.4,1,False,False,False,False,False
5.11,2,0,1,0,0,73.9,5.2,75.3,2,3,0,65.3,1,True,False,False,False,False
8.21,2,1,0,0,1,49.0,5.3,75.3,0,6,0,64.1,2,False,True,False,False,False
9.19,3,1,1,0,0,64.0,9.1,69.6,0,2,0,56.7,2,True,False,False,False,False
6.78,2,0,0,0,0,89.7,8.8,41.7,2,4,0,68.9,0,True,False,False,False,False
5.06,2,0,0,0,0,92.8,9.3,51.4,1,6,0,66.3,0,False,False,False,True,False
6.97,1,1,0,0,1,13.0,5.1,98.3,2,2,0,62.1,2,False,True,False,False,False
9.83,3,0,1,0,0,74.0,9.4,50.8,0,5,0,63.2,1,False,False,True,False,False
9.72,1,1,1,0,0,57.3,5.9,99.1,0,5,0,61.0,2,False,False,False,False,True
5.3,1,0,0,0,0,66.8,4.8,91.1,2,1,1,34.7,0,False,False,True,False,False
7.82,2,1,0,0,1,67.0,6.1,62.2,2,4,0,81.0,2,False,False,False,False,False
9.47,2,1,1,0,1,91.8,6.6,54.4,1,2,0,70.9,3,False,False,False,False,False
6.36,1,1,0,0,0,60.4,7.7,71.3,0,4,0,51.8,1,False,False,False,False,True
9.1,1,1,0,0,0,39.5,6.0,61.8,0,1,0,30.6,1,False,False,True,False,False
7.42,1,1,0,1,1,53.0,6.7,85.9,0,2,0,61.8,3,False,False,False,True,False
8.43,3,1,1,1,0,6.8,5.2,49.1,1,6,0,86.0,3,False,False,False,True,False
6.36,2,1,0,0,0,83.4,4.7,59.8,0,3,1,40.7,1,False,False,False,False,False
8.28,3,0,1,1,1,44.9,6.8,44.6,1,6,0,91.1,3,False,True,False,False,False
8.38,1,0,0,0,0,23.3,5.3,59.7,0,1,1,25.6,0,False,False,False,True,False
8.05,3,0,1,0,0,67.3,4.8,49.9,2,4,1,68.1,1,True,False,False,False,False
9.87,1,0,0,0,1,3.7,9.9,99.3,0,5,2,59.7,1,True,False,False,False,False
6.53,2,1,0,0,0,67.2,4.2,67.0,1,4,0,52.1,1,False,True,False,False,False
9.98,1,1,0,1,1,79.0,8.9,45.1,1,1,0,73.2,3,False,True,False,False,False
5.38,1,1,0,1,0,5.9,5.8,77.0,0,2,2,45.9,2,False,False,False,False,False
8.89,2,1,0,0,0,37.3,7.3,51.0,1,4,1,63.7,1,False,False,True,False,False
6.57,2,0,0,1,1,31.2,4.1,72.4,0,4,0,48.4,2,False,False,False,False,True
6.4,1,1,1,0,1,42.0,5.5,61.4,2,1,0,67.4,3,True,False,False,False,False
6.79,3,0,1,0,0,98.7,8.2,88.9,3,1,0,69.8,1,True,False,False,False,False
5.14,1,1,1,0,0,68.2,5.7,43.2,0,6,0,63.6,2,False,False,False,False,False
7.74,2,0,1,0,0,72.2,9.3,84.8,3,5,0,93.8,1,False,True,False,False,False
5.39,1,1,0,1,0,47.5,9.6,92.3,2,2,0,80.5,2,False,False,False,False,False
8.82,2,1,0,0,0,41.5,8.7,44.0,0,5,0,65.4,1,False,True,False,False,False
8.8,2,0,1,0,0,71.6,8.2,67.3,0,4,0,55.6,1,False,False,True,False,False
6.38,3,1,1,0,1,73.8,6.0,100.0,2,1,0,77.6,3,False,False,False,True,False
5.94,2,1,1,1,0,1.8,7.5,48.6,2,6,0,105.6,3,False,False,False,False,True
9.28,1,0,0,0,1,75.8,8.3,42.6,1,6,0,70.6,1,True,False,False,False,False
6.87,1,0,1,0,1,99.5,5.9,70.5,1,2,0,62.7,2,False,False,True,False,False
6.31,2,0,1,1,1,98.2,6.3,94.9,1,1,0,65.5,3,True,False,False,False,False
6.67,3,1,0,0,0,79.4,9.7,48.9,1,1,3,58.3,1,False,False,False,True,False
5.51,2,1,0,1,1,97.6,9.6,56.3,1,5,0,90.9,3,False,True,False,False,False
9.9,2,1,1,1,0,30.6,4.9,99.6,0,6,0,75.7,3,True,False,False,False,False
5.94,1,1,1,0,0,73.4,9.0,78.1,0,6,0,79.7,2,False,False,True,False,False
5.21,2,0,0,0,0,61.8,8.0,48.9,2,2,1,53.9,0,True,False,False,False,False
9.05,3,0,0,1,0,8.3,6.9,58.1,1,6,0,71.5,1,False,False,False,False,False
6.05,2,1,0,0,0,36.9,5.2,60.3,2,3,1,63.2,1,False,False,False,False,False
8.62,3,0,1,0,0,83.4,6.3,44.4,1,1,2,41.9,1,False,False,False,False,True
5.81,3,1,1,0,1,90.0,7.7,86.5,0,6,0,83.3,3,False,False,False,False,True
5.68,1,1,1,1,0,91.4,7.0,67.5,1,1,0,61.7,3,False,True,False,False,False
9.78,3,1,1,0,1,44.9,4.2,77.6,1,4,0,68.1,3,False,True,False,False,False
6.91,1,1,0,0,0,14.6,9.6,95.1,2,2,2,72.0,1,False,False,False,False,False
9.72,2,0,1,0,0,84.2,6.8,42.0,0,5,0,54.0,1,True,False,False,False,False
5.02,3,0,1,0,0,42.6,4.1,88.1,1,6,1,62.0,1,False,False,False,True,False
7.66,1,0,0,0,1,41.4,5.6,92.8,2,2,0,52.7,1,False,False,False,False,True
8.92,3,1,0,0,0,67.9,8.4,97.9,0,6,0,64.9,1,False,False,False,False,False
9.01,3,0,1,0,0,40.9,7.4,61.3,1,2,1,53.2,1,False,False,False,False,False
7.05,2,0,1,0,0,98.0,7.9,70.9,0,6,0,64.5,1,False,False,False,False,False
5.98,2,1,1,0,0,50.6,9.6,49.0,1,6,1,89.3,2,False,True,False,False,False
6.61,2,0,1,1,0,87.3,8.1,60.7,1,1,2,57.6,2,False,True,False,False,False
9.68,1,1,0,0,1,82.8,9.8,93.4,1,4,0,80.9,2,False,False,False,True,False
9.43,3,1,1,0,0,54.6,9.2,45.8,1,6,2,84.0,2,False,False,True,False,False
5.21,2,0,1,0,1,92.1,7.7,43.1,3,1,0,77.6,2,True,False,False,False,False
8.92,1,0,1,1,1,48.7,5.8,60.3,0,3,2,59.8,3,False,False,False,True,False
9.44,3,0,0,0,1,1.1,9.2,67.1,0,1,0,42.3,1,False,False,False,False,True
7.77,1,1,1,0,0,8.9,8.4,85.8,1,4,0,72.0,2,False,False,False,False,False
7.32,2,1,1,1,0,70.8,7.7,99.1,2,5,2,101.2,3,False,False,False,True,False
9.84,1,1,1,0,1,4.8,4.9,64.8,1,3,0,73.2,3,False,False,True,False,False
7.6,2,1,1,0,1,34.3,6.6,73.5,2,2,0,78.3,3,False,False,True,False,False
8.36,3,1,1,0,0,72.0,7.7,85.2,1,4,0,68.9,2,False,False,True,False,False
8.44,3,1,0,0,0,16.4,5.7,84.6,1,4,0,54.0,1,False,True,False,False,False
9.07,2,0,1,0,1,80.4,6.5,87.7,1,2,0,58.8,2,False,True,False,False,False
5.27,3,0,0,0,0,10.7,10.0,100.0,1,4,0,55.1,0,False,False,False,False,False
6.07,1,1,0,0,1,9.0,9.7,91.4,2,4,0,91.4,2,False,True,False,False,False
5.05,3,1,1,0,0,31.7,6.8,94.1,0,4,3,63.5,2,False,False,False,False,True
6.15,3,1,0,0,0,18.6,5.6,77.6,0,6,0,55.0,1,True,False,False,False,False
5.25,3,1,1,0,1,48.3,6.0,50.9,0,2,0,58.1,3,False,False,False,False,False
5.93,3,0,1,0,1,65.8,6.4,40.3,0,2,0,53.2,2,False,False,False,True,False
9.58,3,1,0,0,0,0.5,9.6,64.9,1,3,0,68.7,1,False,False,True,False,False
9.27,2,1,1,0,0,16.1,6.3,87.2,0,4,0,58.3,2,False,True,False,False,False
10.0,2,1,1,0,1,34.2,5.9,87.1,0,5,0,72.8,3,True,False,False,False,False
6.35,2,1,1,0,1,81.7,7.0,88.6,0,1,3,51.1,3,False,False,False,False,True
6.35,3,1,0,0,0,83.6,8.1,99.4,0,4,1,50.5,1,False,False,False,True,False
6.3,1,1,1,0,1,91.0,5.9,43.0,1,2,0,65.0,3,False,False,True,False,False
6.17,3,1,1,0,1,74.1,5.7,62.7,0,2,1,55.9,3,False,False,True,False,False
7.9,1,0,1,1,1,52.7,4.1,65.3,1,6,0,79.7,3,False,True,False,False,False
9.5,1,1,1,0,0,34.1,4.2,51.2,2,1,0,54.2,2,False,False,True,False,False
9.98,1,1,1,1,1,18.4,4.6,74.3,1,4,2,81.3,4,False,False,False,False,False
7.17,3,1,0,0,0,54.2,9.1,71.5,0,1,0,42.7,1,False,True,False,False,False
7.09,1,0,1,0,0,35.7,4.4,78.3,0,6,0,55.7,1,False,False,True,False,False
5.28,2,1,0,0,1,19.1,7.2,85.3,2,4,0,83.4,2,False,False,False,False,True
8.7,3,1,0,0,0,92.3,7.5,62.4,0,1,0,39.5,1,False,False,False,False,True
9.98,2,0,0,1,0,35.1,7.1,55.6,1,3,0,59.7,1,True,False,False,False,False
